adl_id,date,city,state,description
11710,3/1/19,Gettysburg,PA,A Jewish family's new home was vandalized with four swastika carvings.
11711,3/1/19,Van Nuys,CA,"Individual repeatedly screamed ""Fuck Jews"" in front of a synagogue."
7466,2/18/19,Springfield,PA,"Loyal White Knights, a Klan group, distributed racist and anti-Semitic fliers that condemned interracial relationships and blamed ""open borders"" on Jews."
11671,2/16/19,Glenside,PA,"Loyal White Knights, a Klan group, distributed anti-Semitic and anti-immigrant fliers titled: ""The Cost of the Jew's Open Border Policy."""
7439,2/13/19,Salt Lake City,UT,"Patriot Front, an alt right group, distributed fliers at the Salt Lake City Jewish Community Center and Holocaust Memorial that read: ""Not stolen conquered"" and ""Money does not rule you."""
11666,2/13/19,Willow Grove,PA,"Loyal White Knights, a Klan group, distributed anti-Semitic and anti-immigrant fliers at Willow Grove Mall titled: ""The Cost of the Jew's Open Border Policy."""
9567,2/7/19,Golden Valley,MN,"Daily Stormer Book Club, an alt right group, placed anti-Semitic fliers in a Little Free Library (a community book swap box) titled: ""Why do Jews push pornography & degeneracy on our children?"""
7404,2/4/19,Burlington,VT,"Patriot Front, an alt right group, distributed fliers at a synagogue that read: ""America first"" and ""Better dead than red."""
7376,2/3/19,Carlisle,PA,"Loyal White Knights, a Klan group, distributed fliers about Martin Luther King Jr. that were historically inaccurate and included false accusations about against different racial groups."
9540,2/1/19,Anthem,AZ,"Two masked people, one of whom was wearing a KKK hood with a swastika drawn on it, were caught on someone's doorstep."
9541,2/1/19,Scottsdale,AZ,"A Jewish patron at a bar was told by the doorman that they ""don't like you"" Jews here."
9542,2/1/19,Los Angeles,CA,"Individual was verbally threatened and referred to as a ""Jew"" in a derogatory manner."
9543,2/1/19,Los Angeles,CA,Suspect called a Jewish institution and left anti-Semitic voicemails.
9544,2/1/19,Los Angeles,CA,A Jewish organization received an anti-Semitic postcard.
9545,2/1/19,Los Angeles,CA,Someone parked their car outside a synagogue and blasted Muslim players over a loud speaker in attempts to harass the synagogue.
9546,2/1/19,San Francisco,CA,"Anti-Semitic stereotypes and tropes, as well as a misrepresentation of Jewish tradition, were used in a lesson that was meant to teach lessons about defamation."
9547,2/1/19,Denver,CO,"Woman received an anti-Semitic call in which she was told by the caller, ""You are going to die you dirty Jew. This is the house of the new Third Reich.""  "
9548,2/1/19,Dillon,CO,A customer was told by an employee that she is a difficult customer because she is Jewish.
9549,2/1/19,Steamboat Springs,CO,"Guests at a hotel were making the Nazi ""Heil Hitler"" salute in front of other guests."
9550,2/1/19,Cromwell,CT,"Jewish high school student victim of anti-Semitic harassment in class by peers who tell her to not be ""such a fucking Jew."""
9551,2/1/19,Alpharetta,GA,Jewish boy received anti-Semitic text messages from his neighbor that included images of swastikas.
9552,2/1/19,Sandy Springs,GA,Comedian perpetuated the anti-Semitic canard that Jews killed Jesus.
9553,2/1/19,Atlanta,GA,An Instagram user posted a swastika as a comment on an Instagram post from a Jewish organization.
9554,2/1/19,Atlanta,GA,"Jewish teacher was told by another teacher that they ""wished [she] died in the Holocaust."""
9555,2/1/19,Alpharetta,GA,Student directed Holocaust jokes at Jewish students in class.
9556,2/1/19,Dunwoody,GA,An Instagram user posted an image of a swastika in the comments of a Jewish organization's Instagram post.
9557,2/1/19,Chicago,IL,"A student made anti-Semitic comments to a Jewish student that included ""nail the Jew to the wall"" and ""burn the Jew."""
9558,2/1/19,Naperville,IL,Anti-Semitic usernames on a gaming app.
9559,2/1/19,Chicago,IL,"A synagogue received an anti-Semitic phone call. The caller said: ""Gas chambers never existed. It's one of the greatest lies perpetrated in history and I wanted to warn you that more people are learning the truth."""
9560,2/1/19,Chicago,IL,A synagogue received an anti-Semitic fax denying the Holocaust.
9561,2/1/19,Bettendorf,IA,"A Jewish high school student was harassed and baited by another student who said that ""Jews killed Jesus."""
9562,2/1/19,Boston,MA,"""Juden"" and a Jewish star were traced into the dust on a parked car."
9563,2/1/19,Medford,MA,"An unknown group or person posted fliers depicting militarized pigs that called for the destruction of ""Israeli Apartheid Forces and Amerikkkan [sic] pigs which fund it"" at the Granoff Family Hillel Center at Tufts University. "
9564,2/1/19,Needham,MA,Individual made comments promoting a conspiracy that there is a Jewish lobby influencing the government.
9565,2/1/19,Westborough,MA,A synagogue received an anti-Semitic fax that falsely alleged that the Chabad branch of Judaism cooperated with the Nazis during the Holocaust.
9566,2/1/19,Haverhill,MA,A synagogue received an anti-Semitic fax that falsely alleged that the Chabad branch of Judaism cooperated with the Nazis during the Holocaust.
9568,2/1/19,St. Louis Park,MN,A rabbi received a threatening and anti-Semitic message on Facebook.
9569,2/1/19,Plymouth,MN,"Jewish middle school student told by another student, ""I hope you get locked up and gassed by Hitler."""
9570,2/1/19,St. Louis,MO,An employee at a Jewish organization received an anti-Semitic and conspiratorial email.
9571,2/1/19,Missoula,MT,"An unknown group or individual distributed anti-Semitic propaganda that read: ""Jews attack First Amendment."""
9572,2/1/19,Missoula,MT,Anti-Semitic fliers were distributed across the University of Montana campus.
9573,2/1/19,Cranford,NJ,"A classmate told a Jewish student ""I hate Jews. Jews should be dead."""
9574,2/1/19,Brooklyn,NY,A swastika was traced into the snow on the hood of a Jewish family's car.
9575,2/1/19,Brooklyn,NY,"Jewish individual was referred to as a ""fucking Jew"" by another person while walking on the street."
9576,2/1/19,Ithaca,NY,Confidential
9577,2/1/19,New York,NY,A Jewish organization received an anti-Semitic email to their general inbox.
9578,2/1/19,New York,NY,Confidential
9579,2/1/19,New York,NY,A restaurant received a phone call from an individual who made threatening and anti-Semitic remarks.
9580,2/1/19,New York,NY,A business received an anti-Semitic email to their general inbox.
9581,2/1/19,Warren Township,NJ,A synagogue received an anti-Semitic fax that falsely alleged that the Chabad branch of Judaism cooperated with the Nazis during the Holocaust.
9582,2/1/19,Cincinnati,OH,"Two Jewish students at Sycamore High School were called ""disgusting"" by a classmate, and told that other anti-Semites were ""going to do something"" about the Jews."
9583,2/1/19,Oklahoma City,OK,A synagogue received an anti-Semitic and threatening phone call.
9584,2/1/19,Lake Oswego,OR,A student discovered anti-Semitic notes in their school book while at school.
9585,2/1/19,Glen Mills,PA,A Jewish student at a middle was harassed by another student who did the Sieg Heil in front of him.
9586,2/1/19,Pittsburgh,PA,Jewish couple received anti-Semitic and threatening phone calls.
9587,2/1/19,Ooltewah,TN,"A Jewish middle school student was taunted by other students and called a ""dipshit Jew."""
9588,2/1/19,Chattanooga,TN,A white supremacist blog targeted a Jewish woman.
9589,2/1/19,San Antonio,TX,"A non-Jewish student yelled ""Heil Hitler"" at a Jewish student."
9590,2/1/19,Austin,TX,A teacher at a school told their class that Jews were responsible for 9/11 and that Jews were responsible for killing Palestinians.
9591,2/1/19,Fredericksburg,VA,"During a verbal altercation, one resident of a retirement community made anti-Semitic remarks to a group of residents at the same retirement community."
9592,2/1/19,Williamsburg,VA,An unknown person or group distributed homophobic and anti-Semitic fliers at the College of William & Mary.
9593,2/1/19,Aldie,VA,A swastika was traced into the snow on a residential lawn.
9594,2/1/19,Milwaukee,WI,"Jewish organization received a harassing email with anti-Semitic conspiracies, Holocaust denial, and the words ""Death to Israel."""
9595,2/1/19,Milwaukee,WI,A Jewish individual was harassed in their place of work with anti-Semitic stereotypes including that Jews control the banks.
9596,2/1/19,Milwaukee,WI,"A Jewish organization received a voice mail that said ""get the fuck out of our republic"""
10065,2/1/19,Tempe,AZ,"The word ""kike"" was painted on the side of a woman's car and her tires were slashed. The woman's Israeli flag decal was also ripped off."
10066,2/1/19,Los Angeles,CA,"A swastika and the message ""GTFO Jews"" was written on the window of a Jewish-owned business."
10067,2/1/19,Kentfield,CA,"Anti-Semitic graffiti, likely a swastika, was etched into a desk at Kent Middle School."
10068,2/1/19,Torrance,CA,A swastika was drawn in black marker in the elevator in an academic building at El Camino College.
10069,2/1/19,La Jolla,CA,A crudely drawn swastika was etched into an individual's car outside his home.
10070,2/1/19,Steamboat Springs,CO,Swastikas were carved into a bookshelf at a hotel.
10071,2/1/19,Englewood,CO,A swastika was drawn on the floor using lotion or shampoo at a grocery store.
10072,2/1/19,Cromwell,CT,School desks vandalized with swastika drawings.
10073,2/1/19,Salisbury,CT,"Swastikas and the word ""Jew"" were drawn on school chairs."
10074,2/1/19,Miami Beach,FL,A swastika drawing was drawn on the gate outside a house.
10075,2/1/19,Miami Beach,FL,"A swastika and the word ""death"" were written on a USPS drop off box."
10076,2/1/19,Miami Beach,FL,A Jewish family's home was vandalized with swastika graffiti.
10077,2/1/19,Miami Beach,FL,Feces were left on a car in the shape of a swastika.
10078,2/1/19,Roswell,GA,A swastika was spray-painted on a pillar in front of Centennial High School.
10079,2/1/19,Atlanta,GA,A swastika was painted on the exterior of a Jewish family's home.
10080,2/1/19,Milton,GA,A swastika was drawn on a desk in a Jewish teacher's classroom.
10081,2/1/19,Mokena,IL,Swastikas were spray-painted on street signs in downtown Mokena.
10082,2/1/19,Prairieville,LA,"Home vandalized with toilet paper and anti-Semitic messages spelled out in plastic cutlery that included ""fuck you"" ""Jew,"" and a Star of David."
10083,2/1/19,Waterville,ME,A swastika was drawn in a residence hall at Colby College.
10084,2/1/19,Georgetown,MA,A custodian discovered swastika graffiti in a bathroom at Georgetown Middle High School.
10085,2/1/19,Barnstable,MA,Two swastikas and the n-word were spray-painted on a waterfront building near Craigville Beach.
10086,2/1/19,Minneapolis,MN,"Jewish person's house was vandalized with graffiti of Stars of David and the word ""NO"" written underneath."
10087,2/1/19,Missoula,MT,"Vandalism that included a swastika, and white supremacist messages and symbols was discovered in downtown Missoula."
10088,2/1/19,Wanaque,NJ,A Jewish student at Lakeland Regional High School discovered that a swastika was drawn on the back of her classroom chair. She had previously heard classmates making anti-Semitic Holocaust jokes.
10089,2/1/19,Brooklyn,NY,A park playground was vandalized with swastika graffiti.
10090,2/1/19,Brooklyn,NY,A woman discovered that someone painted a swastika on her apartment door.
10091,2/1/19,New York,NY,A cement wall was vandalized with swastika graffiti.
10092,2/1/19,Brooklyn,NY,A swastika was engraved into the interior of a subway car.
10093,2/1/19,New York,NY,An advertisement in a subway station was vandalized with swastika graffiti.
10094,2/1/19,New York,NY,A New York City transit car was vandalized with swastika etchings.
10095,2/1/19,New York,NY,A handicap sign was vandalized with swastika graffiti.
